player_name,shots,actual_makes,expected_makes,actual_fg_pct,expected_fg_pct,makes_above_expected,fg_pct_above_expected
shabazz napier,207,79,79.158875,0.38164251207729466,0.38241002,-0.15887451171875,-0.0007675075588595148
cole aldrich,191,92,92.16171,0.4816753926701571,0.48252207,-0.161712646484375,-0.0008466777377103551
shane larkin,278,118,118.210785,0.4244604316546763,0.42521864,-0.210784912109375,-0.0007582101032888033
steve adams,274,150,150.49791,0.5474452554744526,0.54926246,-0.4979095458984375,-0.0018172085720257192
matt bonner,199,79,79.728035,0.3969849246231156,0.40064338,-0.7280349731445312,-0.003658453873054468
jordan farmar,158,61,61.777016,0.3860759493670886,0.39099377,-0.7770156860351562,-0.004917824570136731
tyler zeller,419,229,229.9479,0.5465393794749404,0.54880166,-0.947906494140625,-0.00226228106277937
steve blake,247,93,93.980095,0.3765182186234818,0.38048622,-0.9800949096679688,-0.003968001497901885
roy hibbert,528,237,238.13004,0.44886363636363635,0.45100385,-1.130035400390625,-0.0021402131427418203
kobe bryant,713,266,267.53998,0.37307152875175315,0.3752314,-1.53997802734375,-0.002159856479264921
lavoy allen,254,125,126.76954,0.4921259842519685,0.49909267,-1.7695388793945312,-0.006966684042938098
danilo gallinai,351,129,130.85388,0.36752136752136755,0.3728031,-1.8538818359375,-0.005281724481501104
brandon bass,480,229,230.92232,0.47708333333333336,0.48108816,-1.9223175048828125,-0.0040048281351725
darrell arthur,349,146,147.9887,0.4183381088825215,0.42403638,-1.9886932373046875,-0.005698274746323728
giannis antetokounmpo,549,270,272.12543,0.4918032786885246,0.49567473,-2.12542724609375,-0.003871450658704423
victor oladipo,729,328,330.12735,0.4499314128943759,0.4528496,-2.127349853515625,-0.002918183844439426
gary neal,459,168,170.3993,0.3660130718954248,0.37124032,-2.3993072509765625,-0.0052272459260778725
kent bazemore,203,89,91.61673,0.43842364532019706,0.45131394,-2.616729736328125,-0.01289029735062508
tim duncan,627,311,313.66003,0.4960127591706539,0.5002552,-2.6600341796875,-0.0042424679182743175
evan fournier,557,244,246.80862,0.4380610412926391,0.44310346,-2.808624267578125,-0.005042421165017741
lamarcus aldridge,1050,473,476.08636,0.4504761904761905,0.45341557,-3.08636474609375,-0.002939382167089555
rodney stuckey,537,242,245.10524,0.4506517690875233,0.45643434,-3.1052398681640625,-0.005782570197373549
manu ginobili,492,209,212.13086,0.4247967479674797,0.43116027,-3.130859375,-0.006363523200275445
isaiah thomas,618,259,262.20007,0.4190938511326861,0.42427197,-3.2000732421875,-0.005178119854633845
mnta ellis,1052,473,476.54907,0.44961977186311786,0.45299342,-3.549072265625,-0.003373650883540469
chris kaman,434,213,216.73015,0.49078341013824883,0.49937823,-3.7301483154296875,-0.00859482400977668
ryan anderson,651,266,269.77106,0.40860215053763443,0.41439486,-3.77105712890625,-0.005792704961633144
mike scott,367,162,165.82246,0.44141689373297005,0.45183232,-3.8224639892578125,-0.010415430533463665
cj miles,560,214,218.016,0.3821428571428571,0.3893143,-4.0160064697265625,-0.007171436718532043
jeff teague,687,319,323.05698,0.4643377001455604,0.47024304,-4.056976318359375,-0.005905336601418343
aron baynes,257,141,145.09727,0.5486381322957199,0.56458086,-4.0972747802734375,-0.01594272545803377
jordan hill,614,285,289.172,0.46416938110749184,0.47096416,-4.1719970703125,-0.0067947824343019825
devin harris,431,175,179.17917,0.4060324825986079,0.41572893,-4.179168701171875,-0.009696444060022458
garrett temple,158,62,66.28187,0.3924050632911392,0.4195055,-4.281867980957031,-0.027100443462782287
andre iguodala,343,158,162.29254,0.4606413994169096,0.4731561,-4.29254150390625,-0.012514695134176801
cj mccollum,174,68,72.32436,0.39080459770114945,0.41565725,-4.324363708496094,-0.024852654372138516
mirza teletovic,318,122,126.339386,0.3836477987421384,0.39729366,-4.339385986328125,-0.013645858322299476
leandro barbosa,256,120,124.78747,0.46875,0.48745105,-4.787467956542969,-0.01870104670524597
wilson chandler,733,304,308.93576,0.4147339699863574,0.4214676,-4.935760498046875,-0.006733632266602785
jeff green,714,300,305.12708,0.42016806722689076,0.42734885,-5.1270751953125,-0.007180784930702011
oj mayo,571,236,241.22746,0.4133099824868651,0.4224649,-5.2274627685546875,-0.009154924682476917
omri casspi,240,115,120.24955,0.4791666666666667,0.5010398,-5.249549865722656,-0.021873136361440004
dennis schroder,453,196,201.47626,0.4326710816777042,0.44475994,-5.47625732421875,-0.012088853462905558
kemba walker,695,278,283.4912,0.4,0.40790102,-5.4912109375,-0.00790101885795591
harrison barnes,463,227,232.61649,0.490280777537797,0.5024114,-5.616485595703125,-0.012130647575881004
jose juan barea,424,179,184.62337,0.4221698113207547,0.43543246,-5.6233673095703125,-0.013262652563598931
luis scola,469,220,225.82939,0.4690831556503198,0.48151258,-5.8293914794921875,-0.012429420691309201
jimmy butler,781,361,367.01257,0.4622279129321383,0.46992648,-6.0125732421875,-0.007698563546438386
kosta koufos,253,127,133.02327,0.5019762845849802,0.52578366,-6.0232696533203125,-0.0238073734426687
andrew bogut,239,132,138.11249,0.5523012552301255,0.5778765,-6.11248779296875,-0.025575253005805876
jimmer dredette,151,58,64.35642,0.3841059602649007,0.42620146,-6.356422424316406,-0.04209550248076582
michael kidd-gilchrist,369,174,180.5746,0.4715447154471545,0.48936206,-6.5746002197265625,-0.017817345576557675
robert sacre,242,100,106.72551,0.4132231404958678,0.4410145,-6.7255096435546875,-0.027791357976345965
terrence ross,564,230,236.84103,0.4078014184397163,0.4199309,-6.841033935546875,-0.012129486663967182
mario chalmers,518,210,217.07664,0.40540540540540543,0.41906688,-7.0766448974609375,-0.013661470767613981
demarre carroll,462,217,224.12709,0.4696969696969697,0.48512357,-7.1270904541015625,-0.015426605036764407
jason thompson,292,134,141.15741,0.4589041095890411,0.48341578,-7.15740966796875,-0.02451167286258854
matthew dellavedova,210,73,80.42926,0.3476190476190476,0.38299647,-7.42926025390625,-0.03537742211705164
kyle singler,383,151,158.477,0.39425587467362927,0.41377807,-7.4770050048828125,-0.019522191961502566
tristan thompson,396,216,223.48451,0.5454545454545454,0.56435484,-7.4845123291015625,-0.018900291486219967
dante cunningham,247,114,121.53811,0.46153846153846156,0.4920571,-7.538108825683594,-0.03051865330109227
dj augustin,526,214,221.6974,0.4068441064638783,0.42147794,-7.6974029541015625,-0.014633837194950428
brandon knight,828,355,362.7399,0.428743961352657,0.43809167,-7.739898681640625,-0.009347704153705894
jerami grant,218,83,90.92506,0.38073394495412843,0.4170874,-7.925056457519531,-0.03635346096590025
matt barnes,449,202,210.01295,0.44988864142538976,0.46773487,-8.012954711914062,-0.017846231869440565
taj gibson,418,206,214.08603,0.49282296650717705,0.5121675,-8.086029052734375,-0.019344546863336864
ronnie price,223,77,85.54694,0.3452914798206278,0.3836186,-8.546943664550781,-0.03832711339531458
chandler parsons,674,303,311.6186,0.4495548961424332,0.4623421,-8.61859130859375,-0.012787217114021254
kawhi leonard,516,232,240.73575,0.4496124031007752,0.46654215,-8.735748291015625,-0.016929751449777153
chris copeland,305,111,119.8119,0.3639344262295082,0.3928259,-8.811897277832031,-0.028891475278823076
marcus smart,299,108,116.915924,0.3612040133779264,0.39102316,-8.915924072265625,-0.029819145649173207
nik stauskas,192,65,74.4813,0.3385416666666667,0.38792345,-9.481300354003906,-0.04938178261121112
nate robinson,202,69,78.504684,0.3415841584158416,0.38863707,-9.504684448242188,-0.04705290747160956
